fecha_alta,estado_usuaria,edad,servicio,sexo
696,14,40,2,0
697,14,30,1,1
698,14,49,1,0
699,14,28,3,1
700,14,40,1,0
701,48,23,3,0
702,14,37,1,0
703,49,45,1,0
704,8,52,1,0
705,60,67,1,1
706,60,24,2,1
707,60,27,3,1
708,49,41,3,0
709,14,45,1,0
710,14,60,1,0
711,14,58,1,0
712,14,29,2,0
713,14,45,1,0
714,14,55,1,1
715,14,50,1,0
716,14,72,2,0
717,14,35,1,0
718,14,52,1,0
719,14,42,1,0
720,14,67,1,0
721,14,40,3,1
722,14,34,1,0
723,14,32,1,0
724,14,81,2,0
725,14,71,1,0
726,14,48,3,1
727,14,12,3,1
728,36,28,2,0
729,14,61,1,0
730,14,29,2,1
731,14,31,1,1
732,14,45,2,0
733,14,42,1,0
734,14,38,1,0
735,14,62,1,0
736,14,47,1,0
737,49,50,1,0
738,36,42,1,1
739,14,35,1,1
740,14,51,1,0
741,14,60,3,0
742,14,60,1,0
743,14,55,2,0
744,14,65,1,0
745,14,49,1,0
746,14,22,1,0
747,14,41,1,0
748,14,45,3,0
749,14,58,1,0
750,14,41,3,1
751,14,20,1,0
752,14,35,1,1
753,14,29,1,1
754,14,43,1,1
755,14,32,2,1
756,14,23,1,1
757,14,59,2,0
758,14,22,1,0
759,14,34,3,1
760,14,52,1,0
761,14,50,2,0
762,14,18,1,1
763,14,50,1,0
764,14,44,2,0
765,14,30,1,1
766,14,53,1,1
767,14,26,3,1
768,14,30,1,0
769,14,65,1,0
770,14,39,1,0
771,14,70,1,1
772,14,60,2,0
773,14,31,1,0
774,14,22,1,0
775,14,42,1,1
776,14,61,3,0
777,14,27,2,0
778,14,39,1,0
779,14,60,1,0
780,14,35,1,0
781,14,27,1,1
782,36,60,3,0
783,14,23,2,1
784,14,44,3,0
785,14,47,1,0
786,14,38,1,1
787,14,27,1,0
788,14,25,3,0
789,14,45,2,0
790,14,72,2,0
791,14,48,1,0
792,14,49,1,1
793,14,24,3,0
794,14,62,1,0
795,14,41,1,0
796,14,22,2,0
797,14,63,3,0
798,14,48,3,0
799,14,33,1,0
800,14,41,1,0
801,14,71,2,0
802,14,26,3,1
803,14,24,1,0
804,14,51,1,0
805,14,39,1,1
806,14,40,2,0
807,14,20,3,0
808,14,30,3,0
809,14,31,2,1
810,14,40,1,0
811,14,63,2,0
812,14,50,1,0
813,14,70,1,1
814,14,48,1,0
815,14,36,1,0
816,14,45,1,1
817,14,63,1,0
818,14,23,2,0
819,14,40,3,1
820,14,45,1,0
821,14,59,1,0
822,14,50,1,0
823,14,41,1,0
824,14,41,1,0
825,44,40,3,0
826,14,41,1,1
827,14,56,1,1
828,14,52,3,0
829,14,32,2,0
830,14,25,2,0
831,14,20,3,0
832,14,41,1,0
833,14,50,2,0
834,14,47,1,0
835,14,28,1,1
836,14,17,3,1
837,14,50,1,0
838,14,53,1,1
839,36,45,1,0
840,14,30,1,1
841,14,43,1,0
842,14,44,1,0
843,14,41,3,1
844,14,28,1,0
845,14,71,2,0
846,14,62,1,1
847,14,46,2,1
848,14,29,1,1
849,14,28,1,0
850,14,39,2,0
851,14,41,3,1
852,14,34,3,1
853,14,45,2,0
854,14,36,3,0
855,14,17,3,0
856,14,61,1,0
857,14,40,1,0
858,14,50,1,0
859,14,22,3,0
860,14,69,1,0
861,14,33,1,0
862,14,30,1,0
863,14,53,1,0
864,14,52,3,0
865,14,56,2,1
866,14,41,1,0
867,14,50,1,0
868,14,58,1,0
869,14,38,2,1
870,14,34,1,0
871,14,79,2,0
872,14,25,2,0
873,14,27,1,1
874,14,36,1,0
875,14,32,1,0
876,22,47,1,0
877,22,25,1,0
878,31,24,3,0
879,22,31,1,0
880,22,53,1,0
881,22,48,1,0
882,22,34,1,1
883,22,37,2,0
884,22,51,2,1
885,22,68,1,0
886,22,39,1,1
887,22,35,3,0
888,22,35,1,0
889,22,26,1,0
890,22,50,2,0
891,22,42,1,0
892,22,38,3,0
893,60,42,3,0
894,22,66,2,0
895,22,45,1,1
896,22,30,1,0
897,22,42,3,1
898,22,50,1,0
899,22,52,1,0
900,22,55,1,1
901,22,30,1,0
902,22,45,1,0
903,22,55,3,0
904,22,25,1,0
905,22,61,1,0
906,22,42,3,1
907,22,41,1,1
908,22,49,3,1
909,31,42,3,0
910,22,56,1,0
911,22,40,2,1
912,22,42,3,1
913,22,23,1,0
914,22,58,1,0
915,22,30,1,0
916,22,64,1,0
917,22,21,1,0
918,22,40,3,0
919,22,60,3,0
920,22,30,1,0
921,22,49,1,0
922,22,59,1,0
923,22,31,1,1
924,22,59,1,1
925,22,56,2,1
926,22,36,1,0
927,60,45,1,0
928,27,44,2,0
929,14,63,1,0
930,14,41,1,0
931,14,27,1,0
932,14,30,3,1
933,14,22,3,0
934,27,40,3,1
935,22,25,1,0
936,22,59,1,0
937,22,65,2,0
938,6,46,1,0
939,22,29,1,1
940,22,73,2,1
941,22,43,3,0
942,22,30,1,1
943,22,45,1,1
944,22,62,1,0
945,22,46,1,1
946,22,49,1,0
947,22,25,1,0
948,22,79,1,0
949,22,60,3,0
950,22,39,1,0
951,22,58,2,0
952,22,36,3,1
953,22,42,1,0
954,22,37,3,1
955,22,39,1,1
956,22,51,3,0
957,22,34,1,0
958,22,43,3,0
959,22,30,3,0
960,14,56,3,0
961,14,35,1,1
962,14,45,1,1
963,14,46,3,1
964,14,67,3,0
965,14,33,1,0
966,14,31,3,1
967,14,22,1,0
968,14,46,3,1
969,14,37,1,0
970,14,30,3,1
971,14,42,1,0
972,14,43,3,1
973,14,44,1,0
974,14,45,1,0
975,14,48,1,1
976,14,56,1,0
977,14,46,1,0
978,14,60,2,0
979,14,25,2,0
980,14,40,3,0
981,14,68,3,1
982,14,56,1,0
983,14,40,1,1
984,14,43,1,0
985,14,42,1,1
986,14,75,2,1
987,14,48,2,0
988,14,63,2,0
989,14,65,1,1
990,14,39,1,1
991,14,66,1,0
992,14,49,1,0
993,14,50,3,0
994,14,51,1,1
995,14,45,1,0
996,14,51,1,0
997,14,26,1,0
998,14,62,1,0
999,14,30,2,0
1000,14,33,1,1
1001,14,78,1,0
1002,22,40,2,0
1003,34,24,1,1
1004,34,48,2,1
1005,22,28,3,0
1006,22,44,1,1
1007,22,41,1,0
1008,22,58,2,0
1009,22,50,1,0
1010,22,42,3,1
1011,22,53,2,0
1012,22,43,2,0
1013,22,30,1,0
1014,22,59,1,0
1015,22,67,1,0
1016,22,64,1,0
1017,22,62,1,0
1018,22,30,1,0
1019,22,23,3,0
1020,22,54,3,0
1021,22,20,1,0
1022,22,70,1,0
1023,14,44,2,0
1024,14,35,1,1
1025,14,60,1,0
1026,14,33,1,0
1027,14,41,3,0
1028,14,60,3,1
1029,14,31,3,0
1030,14,50,1,0
1031,14,28,2,1
1032,14,41,3,1
1033,14,60,1,0
1034,14,87,3,1
1035,14,38,3,1
1036,14,47,1,1
1037,14,45,3,0
1038,16,28,3,1
1039,22,57,3,0
1040,22,57,1,0
1041,14,25,2,1
1042,14,30,1,0
1043,14,38,1,0
1044,14,45,3,0
1045,14,26,1,0
1046,14,29,2,0
1047,14,69,1,0
1048,14,68,3,1
1049,14,43,1,1
1050,14,26,3,0
1051,14,47,2,0
1052,14,38,1,0
1053,14,36,2,1
1054,14,56,2,0
1055,14,53,2,0
1056,14,21,1,0
1057,14,21,2,0
1058,14,54,1,0
1059,14,40,1,1
1060,14,33,1,0
1061,14,36,2,0
1062,14,33,1,1
1063,14,50,1,1
1064,14,53,1,0
1065,14,34,1,0
1066,14,18,1,0
1067,14,37,2,0
1068,14,45,3,1
1069,14,47,3,0
1070,14,52,2,0
1071,14,36,1,0
1072,14,63,3,0
1073,14,46,1,0
1074,14,42,2,1
1075,14,39,2,0
1076,14,34,1,0
1077,14,53,1,0
1078,14,60,1,1
1079,14,71,1,0
1080,14,41,3,1
1081,14,41,3,1
1082,14,33,1,0
1083,14,46,2,0
1084,14,61,1,1
1085,14,35,1,0
1086,48,46,1,1
1087,14,44,1,0
1088,14,30,1,0
1089,14,30,2,0
1090,14,46,1,1
1091,14,46,3,1
1092,14,29,1,0
1093,14,29,1,0
1094,14,60,1,1
1095,14,49,2,0
1096,14,59,1,0
1097,14,44,1,0
1098,14,47,1,0
1099,14,30,3,0
1100,14,62,3,0
1101,14,60,1,0
1102,14,47,2,0
1103,12,19,2,1
1104,14,30,1,0
1105,14,45,1,1
1106,14,28,1,0
1107,14,21,1,0
1108,14,50,1,0
1109,14,61,2,0
1110,14,59,2,1
1111,14,30,2,0
1112,14,27,3,1
1113,14,52,1,0
1114,14,47,1,1
1115,14,33,1,0
1116,14,45,1,0
1117,14,36,2,0
1118,14,48,2,0
1119,14,71,1,1
1120,14,40,1,1
1121,14,53,1,0
1122,14,28,1,0
1123,14,39,1,0
1124,14,27,2,0
1125,14,53,1,1
1126,14,36,1,0
1127,14,40,2,0
1128,14,23,1,0
1129,14,60,3,1
1130,14,35,1,0
1131,14,25,2,0
1132,14,24,1,1
1133,14,58,1,1
1134,14,54,1,0
1135,14,33,1,0
1136,14,49,2,0
1137,14,50,3,0
1138,14,57,3,0
1139,14,30,1,0
1140,14,55,1,1
1141,14,45,3,0
1142,14,68,1,1
1143,14,65,3,0
1144,14,53,1,1
1145,14,78,2,0
1146,14,39,1,1
1147,14,67,3,0
1148,14,67,3,0
1149,14,33,1,1
1150,14,39,1,0
1151,14,27,3,1
1152,14,50,1,0
1153,14,55,1,0
1154,14,55,3,0
1155,14,40,1,0
1156,14,29,3,1
1157,14,30,2,1
1158,48,23,3,1
1159,14,39,3,0
1160,14,60,1,0
1161,14,41,2,0
1162,14,23,3,0
1163,14,40,3,1
1164,14,29,1,0
1165,14,18,1,0
1166,14,38,1,0
1167,14,44,1,1
1168,14,41,2,0
1169,14,82,2,1
1170,14,33,1,1
1171,14,45,1,0
1172,14,51,2,1
1173,14,45,3,1
1174,14,41,3,1
1175,14,57,2,0
1176,14,46,1,0
1177,14,54,1,0
1178,14,35,1,0
1179,14,24,2,0
1180,14,41,3,1
1181,14,54,1,1
1182,14,25,1,1
1183,14,22,1,1
1184,14,46,1,0
1185,14,60,1,1
1186,14,44,1,1
1187,14,45,2,0
1188,14,37,3,0
1189,14,63,1,1
1190,14,36,3,1
1191,14,57,1,0
1192,14,36,1,0
1193,14,56,1,1
1194,14,42,3,1
1195,14,50,3,0
1196,44,40,3,0
1197,14,42,3,0
1198,14,40,2,0
1199,14,63,1,1
1200,14,86,2,0
1201,14,22,3,0
1202,14,39,2,0
1203,14,45,1,0
1204,14,47,3,0
1205,14,41,1,1
1206,14,41,3,1
1207,14,54,3,0
1208,14,27,2,0
1209,14,64,2,1
1210,14,58,1,0
1211,14,45,3,0
1212,14,51,1,0
1213,14,35,1,0
1214,14,45,1,1
1215,14,23,1,0
1216,44,40,2,0
1217,14,31,2,0
1218,14,73,1,0
1219,14,51,1,0
1220,14,53,1,0
1221,14,33,2,0
1222,14,41,3,1
1223,14,50,1,1
1224,14,30,3,0
1225,14,39,2,0
1226,14,31,2,0
1227,14,45,3,0
1228,14,55,2,0
1229,14,53,3,0
1230,14,39,1,0
1231,14,32,1,0
1232,14,87,3,0
1233,14,78,1,0
1234,14,60,1,0
1235,14,46,1,0
1236,14,40,1,1
1237,14,37,1,0
1238,14,54,1,0
1239,14,49,1,1
1240,14,27,1,1
1241,14,35,1,1
1242,14,23,1,1
1243,22,65,1,0
1244,14,61,2,0
1245,14,45,1,0
1246,14,70,2,0
1247,14,42,1,0
1248,14,40,1,1
1249,14,38,2,1
1250,14,29,1,1
1251,14,59,3,1
1252,14,28,1,0
1253,14,51,2,0
1254,14,51,1,1
1255,14,38,1,1
1256,22,50,1,1
1257,22,27,3,0
1258,14,24,2,1
1259,14,36,1,0
1260,14,63,1,0
1261,14,29,1,0
1262,14,45,3,0
1263,14,23,1,0
1264,22,46,3,0
1265,14,31,3,0
1266,14,45,1,0
1267,14,32,1,0
1268,14,30,1,0
1269,14,56,1,0
1270,14,45,1,0
1271,14,27,1,1
1272,21,78,3,1
1273,22,29,1,0
1274,14,30,2,1
1275,14,60,1,1
1276,22,29,1,0
1277,27,23,1,1
1278,27,38,3,0
1279,27,35,1,0
1280,57,50,2,0
1281,27,38,1,0
1282,6,49,1,1
1283,14,50,3,0
1284,14,36,1,1
1285,60,21,2,1
1286,14,54,2,0
1287,14,72,2,0
1288,14,63,2,0
1289,14,28,1,0
1290,14,67,2,0
1291,14,27,2,0
1292,14,40,2,0
1293,14,40,1,0
1294,14,45,1,0
1295,14,45,1,1
1296,14,37,1,0
1297,14,40,1,0
1298,14,48,1,0
1299,14,28,1,0
1300,14,39,1,0
1301,14,28,1,0
1302,14,24,2,1
1303,14,52,3,0
1304,15,45,1,1
1305,14,39,3,1
1306,14,64,2,0
1307,14,63,1,0
1308,14,56,1,0
1309,14,46,1,1
1310,14,60,3,0
1311,14,46,1,0
1312,14,62,1,1
1313,14,50,1,1
1314,14,64,1,0
1315,14,62,1,1
1316,14,56,1,0
1317,14,45,3,0
1318,14,25,1,1
1319,14,25,1,1
1320,14,28,1,0
1321,14,36,1,0
1322,14,45,3,0
1323,14,45,2,1
1324,14,42,1,0
1325,14,56,1,0
1326,14,36,1,1
1327,14,61,2,0
1328,14,32,1,1
1329,14,54,1,0
1330,14,62,1,1
1331,14,81,1,0
1332,14,18,2,0
1333,14,19,3,0
1334,14,54,2,0
1335,14,22,3,0
1336,14,61,2,0
1337,14,31,1,0
1338,14,53,1,0
1339,14,45,3,1
1340,14,37,1,0
1341,14,37,2,0
1342,14,70,2,0
1343,14,56,3,0
1344,14,75,2,0
1345,14,56,1,1
1346,14,35,2,1
1347,14,33,2,0
1348,14,60,1,1
1349,14,22,3,0
1350,14,43,1,0
1351,14,35,1,0
1352,14,68,2,0
1353,14,78,3,1
1354,14,60,1,0
1355,14,50,2,0
1356,14,35,1,0
1357,14,43,2,1
1358,14,59,3,0
