fecha_alta,estado_usuaria,edad,servicio,sexo
364,14,52,2,0
365,14,49,2,1
366,14,42,2,0
367,14,24,1,1
368,14,49,3,1
369,14,19,3,0
370,14,29,3,1
371,14,31,3,0
372,14,45,3,0
373,14,57,1,1
374,14,23,1,0
375,14,36,3,1
376,22,43,3,1
377,22,55,2,0
378,14,62,2,0
379,14,65,1,0
380,14,76,2,0
381,22,62,1,1
382,14,45,3,1
383,14,66,3,0
384,22,58,3,0
385,22,32,1,1
386,14,35,1,0
387,14,45,3,1
388,14,68,3,0
389,14,45,2,1
390,14,57,3,0
391,14,56,2,0
392,14,35,1,0
393,14,40,1,1
394,22,44,1,0
395,14,33,1,0
396,14,55,3,0
397,14,41,3,1
398,14,23,1,0
399,14,33,3,0
400,22,43,3,1
401,14,85,2,0
402,14,50,3,0
403,14,23,1,0
404,14,55,1,0
405,14,60,1,1
406,14,47,3,0
407,14,33,3,0
408,22,48,1,0
409,14,40,1,0
410,22,47,1,1
411,22,72,3,0
412,22,29,1,1
413,14,61,1,0
414,22,29,3,1
415,22,57,2,0
416,14,24,1,0
417,22,40,1,0
418,14,35,2,0
419,14,40,3,1
420,22,58,2,0
421,22,88,2,1
422,22,19,1,1
423,14,40,2,1
424,14,40,1,1
425,14,67,1,0
426,14,39,1,0
427,14,48,1,0
428,14,55,2,0
429,14,40,3,1
430,14,50,1,1
431,14,17,1,0
432,14,46,2,1
433,22,35,1,1
434,14,43,2,0
435,22,59,1,0
436,14,25,1,1
437,22,58,2,0
438,14,34,1,0
439,48,23,3,0
440,14,23,1,1
441,22,43,1,1
442,14,31,1,0
443,14,40,3,1
444,27,22,3,0
445,22,34,2,1
446,22,42,1,0
447,22,43,3,0
448,14,48,1,0
449,14,85,2,0
450,14,45,1,1
451,14,24,1,0
452,14,45,3,1
453,14,35,1,1
454,14,21,1,0
455,14,40,1,1
456,22,37,1,0
457,14,37,1,0
458,14,44,1,0
459,14,46,1,1
460,14,50,1,0
461,14,52,1,1
462,22,37,2,1
463,14,50,3,0
464,14,38,1,1
465,14,19,1,1
466,22,44,2,1
467,22,24,1,0
468,14,33,3,0
469,14,48,1,0
470,14,53,1,0
471,14,26,2,0
472,14,58,2,0
473,14,65,1,1
474,14,47,1,0
475,22,50,1,0
476,14,41,1,1
477,14,56,3,0
478,14,77,2,0
479,14,31,1,0
480,22,30,1,1
481,14,40,1,0
482,22,43,2,0
483,8,52,1,0
484,22,38,1,0
485,14,21,1,0
486,14,31,3,0
487,14,42,1,1
488,14,60,1,1
489,14,29,3,0
490,14,35,1,0
491,22,41,1,0
492,14,42,1,1
493,14,42,1,1
494,22,36,1,0
495,14,25,3,1
496,25,25,3,0
497,14,23,1,0
498,14,51,1,0
499,14,32,1,0
500,14,23,1,1
501,14,60,2,0
502,14,53,3,1
503,14,36,3,1
504,22,57,1,0
505,22,44,1,1
506,22,57,3,0
507,14,60,2,1
508,14,56,3,1
509,14,50,1,0
510,14,48,1,0
511,14,55,1,1
512,14,25,1,0
513,14,52,1,0
514,14,43,3,0
515,14,36,1,0
516,14,35,3,0
517,14,23,1,0
518,22,35,3,1
519,14,42,2,1
520,14,52,3,0
521,14,30,1,0
522,14,36,2,0
523,14,56,3,0
524,14,36,2,1
525,31,61,1,0
526,14,26,1,0
527,14,33,1,0
528,14,60,1,0
529,14,53,2,0
530,22,32,1,0
531,14,35,1,1
532,14,26,2,0
533,14,41,3,1
534,48,20,2,0
535,14,49,3,0
536,14,45,1,0
537,14,36,3,1
538,22,26,1,0
539,22,48,1,0
540,14,26,2,0
541,60,24,2,1
542,14,34,3,0
543,14,52,3,0
544,22,30,1,0
545,14,49,3,0
546,14,48,3,1
547,14,21,3,0
548,21,22,3,1
549,14,22,2,1
550,14,45,1,0
551,22,42,2,1
552,14,29,2,0
553,14,60,1,1
554,14,44,2,0
555,14,43,1,1
556,14,61,2,0
557,14,56,2,0
558,14,45,3,0
559,14,62,1,0
560,60,67,1,1
561,14,32,2,0
562,14,23,1,0
563,22,47,1,1
564,14,23,1,0
565,14,22,1,0
566,14,56,3,0
567,14,78,2,0
568,14,59,1,0
569,14,66,1,0
570,14,35,2,1
571,14,38,3,0
572,14,34,1,0
573,14,61,1,0
574,14,32,2,0
575,14,39,2,0
576,14,55,1,1
577,14,44,3,0
578,14,23,1,0
579,22,49,3,1
580,14,77,1,1
581,14,52,3,0
582,14,86,1,0
583,14,58,1,0
584,60,27,3,1
585,14,38,2,1
586,14,56,3,1
587,14,68,2,0
588,14,38,3,0
589,14,69,1,0
590,14,50,3,0
591,14,38,3,1
592,14,19,1,1
593,14,30,1,1
594,14,47,1,0
595,14,48,2,0
596,14,36,1,1
597,14,30,1,1
598,14,36,1,0
599,14,70,3,0
600,14,25,2,0
601,14,28,2,1
602,22,61,1,0
603,14,56,3,0
604,14,60,1,1
605,14,56,3,0
606,14,56,3,0
607,14,56,3,0
608,14,56,3,0
609,14,56,3,0
610,14,56,3,0
611,14,52,1,1
612,14,56,3,0
613,14,56,3,0
614,22,40,1,0
615,14,56,3,0
616,14,48,2,1
617,14,75,2,0
618,14,56,3,0
619,49,45,1,0
620,14,56,3,0
621,14,56,3,0
622,14,46,3,1
623,14,45,3,0
624,22,40,1,0
625,14,34,2,0
626,14,35,3,0
627,14,49,1,1
628,14,58,1,0
629,49,41,3,0
630,14,57,1,0
631,48,43,3,0
632,14,47,1,0
633,14,64,2,0
634,14,39,1,0
635,14,27,3,0
636,14,20,1,0
637,14,45,2,0
638,14,21,3,0
639,14,52,3,0
640,22,11,3,0
641,14,56,3,0
642,14,56,1,1
643,22,45,2,0
644,14,33,2,0
645,22,49,1,0
646,14,82,2,1
647,14,65,2,0
648,22,40,1,1
649,14,45,3,0
650,22,30,2,0
651,14,62,1,0
652,14,27,2,0
653,14,22,1,0
654,22,57,3,0
655,14,27,1,0
656,14,46,1,1
657,14,34,2,1
658,14,37,1,0
659,14,30,2,0
660,14,41,3,0
661,22,37,1,0
662,14,40,3,1
663,14,56,3,0
664,14,32,1,1
665,14,60,1,0
666,14,30,1,1
667,22,39,1,1
668,14,49,1,0
669,14,28,3,1
670,14,26,1,0
671,14,21,1,0
672,22,22,3,0
673,14,45,2,1
674,14,31,1,0
675,14,59,1,1
676,14,15,1,1
677,14,43,2,1
678,14,23,1,0
679,14,35,1,0
680,14,26,3,1
681,14,38,2,1
682,14,40,2,0
683,14,30,2,0
684,14,44,1,0
685,14,49,1,1
686,14,63,3,1
687,14,32,1,1
688,14,29,3,0
689,14,57,1,0
690,14,63,1,0
691,14,57,3,0
692,14,42,1,0
693,22,55,1,1
694,14,57,1,1
695,14,48,3,1
696,14,21,1,1
697,14,35,1,0
698,14,31,3,0
699,14,42,3,0
700,22,41,1,0
701,25,20,1,0
702,14,63,3,0
703,14,40,1,0
704,14,33,1,0
705,14,18,3,1
706,14,46,1,1
707,14,48,3,0
708,14,52,1,1
709,22,57,1,0
710,14,22,3,0
711,14,48,3,1
712,14,22,3,0
713,14,41,1,0
714,14,27,1,0
715,22,57,3,0
716,14,55,3,0
717,14,50,1,0
718,14,31,3,0
719,14,63,1,0
720,14,30,3,1
721,14,40,1,0
722,14,29,1,0
723,14,23,3,0
724,14,53,1,1
725,14,55,1,0
726,14,27,3,1
727,14,39,1,0
728,14,67,3,0
729,31,24,3,0
730,14,67,3,0
731,22,30,1,0
732,14,44,1,1
733,14,78,2,0
734,22,58,1,0
735,49,50,1,0
736,14,39,1,1
737,14,40,1,0
738,14,50,1,0
739,14,60,1,1
740,14,45,2,0
741,14,47,1,0
742,14,33,1,1
743,22,23,1,0
744,22,47,1,0
745,14,30,2,1
746,14,36,3,1
747,14,33,1,0
748,22,45,1,1
749,14,41,3,1
750,14,41,3,1
751,14,71,1,0
752,14,53,1,0
753,14,63,1,1
754,14,60,1,0
755,14,37,3,0
756,14,33,2,0
757,22,25,1,0
758,14,23,1,0
759,22,50,1,0
760,22,58,2,0
761,14,64,2,1
762,14,45,2,0
763,14,39,3,0
764,14,41,3,1
765,14,18,1,0
766,14,22,1,1
767,22,70,1,0
768,14,36,3,0
769,14,25,2,0
770,14,29,3,1
771,14,41,3,1
772,22,42,3,1
773,22,25,1,0
774,14,34,1,0
775,22,42,3,1
776,14,17,3,1
777,14,50,1,0
778,14,53,1,1
779,14,30,1,1
780,22,40,2,1
781,22,56,1,0
782,14,43,1,0
783,22,61,1,0
784,14,44,1,0
785,14,41,3,1
786,14,28,1,0
787,14,52,1,0
788,14,38,2,1
789,14,58,1,0
790,22,37,3,1
791,22,36,3,1
792,14,26,3,1
793,14,25,1,1
794,22,58,2,0
795,14,54,1,1
796,22,39,1,0
797,14,41,3,1
798,22,60,3,0
799,22,42,1,0
800,14,40,2,0
801,14,24,2,0
802,14,33,1,0
803,14,69,1,0
804,14,50,1,0
805,22,79,1,0
806,14,28,1,1
807,22,65,2,0
808,22,51,3,0
809,36,42,1,1
810,14,33,1,0
811,14,30,1,0
812,14,53,1,0
813,14,52,3,0
814,22,39,1,1
815,14,56,2,1
816,14,41,1,0
817,14,46,2,0
818,14,71,2,0
819,14,61,1,1
820,22,62,1,0
821,14,44,1,0
822,22,45,1,1
823,14,30,1,0
824,14,57,3,0
825,14,50,3,0
826,14,49,2,0
827,14,54,1,0
828,14,58,1,1
829,14,25,2,0
830,22,30,1,1
831,14,27,2,0
832,14,35,1,0
833,14,60,3,1
834,14,23,1,0
835,60,45,1,0
836,14,79,2,0
837,14,24,1,1
838,14,42,1,1
839,14,38,1,0
840,14,48,2,0
841,14,33,1,1
842,14,55,1,1
843,14,60,1,0
844,14,59,2,1
845,22,49,1,0
846,14,61,2,0
847,14,50,1,0
848,14,21,1,0
849,14,28,1,0
850,22,46,1,1
851,22,25,1,0
852,14,47,2,0
853,14,45,1,1
854,14,62,3,0
855,14,33,1,0
856,14,47,1,0
857,14,44,1,0
858,14,59,1,0
859,14,49,2,0
860,22,59,1,1
861,14,60,1,1
862,22,31,1,1
863,14,36,2,0
864,14,39,1,0
865,14,28,1,0
866,14,53,1,0
867,22,40,3,0
868,14,30,3,0
869,14,43,1,1
870,14,46,1,1
871,44,40,3,0
872,22,59,1,0
873,22,60,3,0
874,14,45,3,1
875,14,37,2,0
876,14,18,1,0
877,14,50,1,1
878,14,56,2,0
879,14,26,1,0
880,14,29,2,0
881,22,56,2,1
882,14,69,1,0
883,22,36,1,0
884,14,68,3,1
885,36,60,3,0
886,34,48,2,1
887,14,30,2,0
888,14,30,1,0
889,14,68,1,1
890,14,53,2,0
891,27,40,3,1
892,14,34,1,0
893,14,53,1,0
894,14,40,1,1
895,14,71,1,1
896,14,29,1,0
897,14,29,1,0
898,14,26,3,0
899,14,46,3,1
900,14,36,2,1
901,14,53,1,1
902,14,21,1,0
903,14,36,2,0
904,14,63,2,0
905,14,33,1,0
906,22,30,1,0
907,14,40,1,1
908,14,54,1,0
909,14,21,2,0
910,14,35,1,0
911,12,19,2,1
912,14,62,1,1
913,14,32,2,1
914,14,46,2,1
915,22,66,2,0
916,14,75,2,1
917,14,43,1,0
918,14,48,2,0
919,14,49,1,0
920,22,38,3,0
921,14,39,1,1
922,22,64,1,0
923,14,66,1,0
924,14,50,3,0
925,14,25,2,0
926,14,51,1,1
927,14,45,1,0
928,14,51,1,0
929,14,26,1,0
930,14,40,3,0
931,14,62,1,0
932,14,65,1,1
933,14,44,2,0
934,14,34,3,1
935,22,35,1,0
936,22,49,1,0
937,14,52,1,0
938,14,50,2,0
939,14,18,1,1
940,14,50,1,0
941,22,42,1,0
942,14,30,1,1
943,22,35,3,0
944,14,56,1,0
945,14,53,1,1
946,14,39,2,0
947,14,27,1,1
948,14,28,2,1
949,14,32,1,0
950,14,36,1,0
951,14,40,1,1
952,31,42,3,0
953,14,46,1,0
954,14,56,3,0
955,14,35,1,1
956,14,78,1,0
957,14,44,2,0
958,14,35,1,1
959,14,60,1,0
960,14,33,1,0
961,14,41,3,0
962,22,50,2,0
963,22,26,1,0
964,14,36,1,0
965,14,22,1,0
966,14,60,3,1
967,14,27,2,0
968,14,50,1,0
969,14,33,1,0
970,14,25,2,1
971,14,41,2,0
972,14,60,1,0
973,14,87,3,1
974,14,38,3,1
975,14,47,1,1
976,14,33,1,1
977,14,30,2,0
978,14,60,2,0
979,14,46,3,1
980,14,45,1,1
981,14,46,3,1
982,14,60,1,0
983,14,67,3,0
984,14,43,1,1
985,14,22,1,0
986,14,37,1,0
987,14,56,1,0
988,22,43,3,0
989,14,42,1,0
990,14,43,3,1
991,14,44,1,0
992,14,45,1,0
993,14,48,1,1
994,14,59,2,0
995,22,29,1,1
996,14,45,3,0
997,14,31,3,1
998,14,55,2,0
999,22,21,1,0
1000,44,40,3,0
1001,14,29,2,1
1002,22,59,1,0
1003,14,65,1,0
1004,14,49,1,0
1005,14,41,1,0
1006,14,47,1,0
1007,14,45,1,0
1008,14,81,2,0
1009,14,60,1,0
1010,14,58,1,0
1011,14,29,2,0
1012,14,45,1,0
1013,22,73,2,1
1014,14,55,1,1
1015,14,50,1,0
1016,14,60,3,0
1017,14,71,1,0
1018,14,51,1,0
1019,14,60,1,0
1020,14,29,1,1
1021,14,28,1,0
1022,14,48,1,0
1023,14,49,1,1
1024,22,43,3,0
1025,14,34,3,1
1026,14,72,2,0
1027,22,34,1,0
1028,14,61,1,0
1029,14,22,1,0
1030,14,23,1,1
1031,14,38,1,0
1032,22,30,1,0
1033,14,31,1,1
1034,22,42,3,1
1035,14,29,1,1
1036,14,42,1,0
1037,14,62,1,0
1038,44,40,2,0
1039,14,35,1,1
1040,14,72,2,0
1041,14,52,1,0
1042,14,27,1,1
1043,14,23,2,1
1044,14,44,3,0
1045,14,47,1,0
1046,14,38,1,1
1047,14,38,1,0
1048,14,35,1,0
1049,14,30,1,0
1050,14,41,3,1
1051,14,20,1,0
1052,22,30,3,0
1053,14,35,1,1
1054,22,45,1,0
1055,14,26,3,1
1056,22,30,1,0
1057,14,65,1,0
1058,14,39,1,0
1059,14,25,3,0
1060,14,27,1,0
1061,14,58,1,0
1062,22,30,1,0
1063,22,62,1,0
1064,14,45,2,0
1065,14,22,1,0
1066,22,55,3,0
1067,36,45,1,0
1068,22,52,1,0
1069,14,39,1,0
1070,14,42,1,0
1071,14,67,1,0
1072,14,40,3,1
1073,14,34,1,0
1074,14,32,1,0
1075,14,12,3,1
1076,14,58,1,0
1077,14,70,1,1
1078,14,60,2,0
1079,22,55,1,1
1080,34,24,1,1
1081,60,42,3,0
1082,14,31,1,0
1083,22,64,1,0
1084,14,42,1,1
1085,14,61,3,0
1086,48,23,3,1
1087,14,30,2,0
1088,14,27,3,1
1089,14,47,1,1
1090,22,28,3,0
1091,14,45,2,0
1092,14,47,2,0
1093,14,82,2,1
1094,14,35,1,0
1095,14,30,3,1
1096,14,41,1,0
1097,14,45,3,0
1098,22,37,2,0
1099,14,35,1,0
1100,14,45,3,1
1101,14,41,2,0
1102,14,31,2,0
1103,14,40,3,1
1104,22,20,1,0
1105,22,54,3,0
1106,14,60,1,1
1107,16,28,3,1
1108,14,39,2,0
1109,22,23,3,0
1110,22,40,2,0
1111,14,45,3,0
1112,14,54,1,0
1113,14,51,1,0
1114,22,42,3,1
1115,14,46,1,0
1116,14,45,1,0
1117,14,36,1,0
1118,14,59,1,0
1119,14,45,1,0
1120,14,40,3,1
1121,14,23,2,0
1122,14,63,1,0
1123,22,53,2,0
1124,14,45,1,1
1125,14,48,1,0
1126,22,43,2,0
1127,14,33,1,1
1128,14,70,1,1
1129,14,68,3,1
1130,14,36,1,0
1131,14,46,1,0
1132,14,51,2,1
1133,22,59,1,0
1134,22,67,1,0
1135,14,30,1,0
1136,14,30,1,0
1137,14,45,3,0
1138,14,35,1,0
1139,14,57,2,0
1140,22,44,1,1
1141,14,73,1,0
1142,14,51,1,0
1143,22,41,1,0
1144,48,46,1,1
1145,22,50,1,0
1146,14,53,1,0
1147,36,28,2,0
1148,14,41,3,1
1149,14,27,2,0
1150,14,45,1,1
1151,6,46,1,0
1152,14,65,3,0
1153,14,46,1,0
1154,14,45,3,0
1155,22,48,1,0
1156,14,45,1,0
1157,14,47,3,0
1158,22,34,1,1
1159,14,52,2,0
1160,22,30,1,0
1161,14,63,3,0
1162,27,44,2,0
1163,14,44,1,1
1164,14,33,1,0
1165,14,42,3,1
1166,14,39,2,0
1167,14,34,1,0
1168,14,57,1,0
1169,14,36,1,0
1170,14,56,1,1
1171,22,25,1,0
1172,14,42,3,0
1173,22,31,1,0
1174,14,41,3,1
1175,14,50,1,1
1176,14,39,2,0
1177,22,68,1,0
1178,14,50,3,0
1179,14,38,1,0
1180,14,40,2,0
1181,14,54,3,0
1182,14,63,1,1
1183,14,86,2,0
1184,14,22,3,0
1185,14,45,1,0
1186,14,47,3,0
1187,22,39,1,1
1188,14,41,1,1
1189,14,50,1,0
1190,14,42,2,1
1191,14,41,1,0
1192,14,41,1,1
1193,14,48,3,0
1194,14,63,3,0
1195,14,30,3,0
1196,14,51,1,0
1197,14,22,2,0
1198,14,41,1,0
1199,14,41,3,1
1200,14,24,3,0
1201,14,56,1,1
1202,22,51,2,1
1203,14,41,1,0
1204,14,40,1,0
1205,14,63,2,0
1206,14,32,2,0
1207,14,52,3,0
1208,22,41,1,1
1209,14,71,2,0
1210,14,62,1,0
1211,14,50,1,0
1212,14,31,2,1
1213,14,39,1,1
1214,14,40,2,0
1215,22,49,3,1
1216,14,24,1,0
1217,14,20,3,0
1218,14,25,2,0
1219,14,20,3,0
1220,22,53,1,0
1221,14,50,2,0
1222,14,17,3,0
1223,14,61,1,0
1224,14,30,3,0
1225,14,41,1,0
1226,14,31,2,0
1227,14,18,2,0
1228,22,40,1,1
1229,22,33,2,1
1230,14,48,3,1
1231,14,59,2,1
1232,14,33,2,1
1233,14,72,1,1
1234,14,35,1,1
1235,14,58,2,1
1236,14,51,3,0
1237,14,73,1,0
1238,14,65,1,1
1239,14,37,3,0
1240,14,73,1,0
1241,14,47,2,1
1242,22,38,2,0
1243,22,40,3,0
1244,14,46,2,0
1245,14,24,3,0
1246,14,24,3,0
1247,14,20,3,0
1248,14,26,2,1
1249,14,47,2,1
1250,14,37,3,1
1251,22,40,1,0
1252,14,25,2,1
1253,14,30,1,1
1254,22,31,3,1
1255,22,22,2,0
1256,14,37,3,1
1257,14,25,2,1
1258,22,52,3,1
1259,14,24,3,0
1260,22,40,1,1
1261,14,39,3,0
1262,21,78,3,1
1263,22,78,1,1
1264,14,54,1,1
1265,14,46,2,1
1266,14,50,2,0
1267,22,15,2,1
1268,14,56,2,1
1269,14,18,3,1
1270,14,61,2,0
1271,22,56,3,1
1272,14,49,2,0
1273,14,41,3,1
1274,14,53,2,0
1275,14,41,2,0
1276,50,51,3,1
1277,14,50,2,0
1278,14,31,1,0
1279,14,43,3,1
1280,14,41,1,1
1281,14,70,2,0
1282,22,40,1,0
1283,14,30,3,0
1284,14,38,2,0
1285,14,82,2,1
1286,14,41,3,1
1287,14,41,3,1
1288,14,40,3,0
1289,22,38,1,0
1290,14,55,1,0
1291,14,50,3,0
1292,14,56,1,0
1293,36,78,1,0
1294,22,52,2,1
1295,36,40,3,1
1296,14,33,1,0
1297,14,50,1,1
1298,14,41,3,1
1299,22,53,1,0
1300,14,39,1,0
1301,14,53,1,0
1302,14,52,1,1
1303,14,63,1,0
1304,14,34,1,0
1305,14,33,1,0
1306,14,65,2,1
1307,14,49,2,1
1308,14,21,3,1
1309,14,30,3,0
1310,14,51,3,0
1311,14,72,1,1
1312,14,50,1,1
1313,14,52,1,0
1314,14,65,2,0
1315,14,56,1,0
1316,50,45,3,1
1317,14,41,3,1
1318,14,65,1,1
1319,14,45,1,0
1320,14,25,3,0
1321,14,62,2,0
1322,14,42,1,1
1323,14,49,2,1
1324,14,55,1,1
1325,14,38,2,1
1326,14,67,2,0
1327,22,30,3,0
1328,14,65,1,0
1329,36,65,1,0
1330,14,57,1,1
1331,22,37,2,0
1332,14,62,2,0
1333,14,46,3,0
1334,14,80,1,1
1335,14,32,1,0
1336,22,76,3,0
1337,14,27,3,0
1338,14,42,1,0
1339,22,62,2,0
1340,22,76,1,0
1341,14,59,2,1
1342,14,35,1,0
1343,14,69,1,1
1344,27,38,1,0
1345,14,63,1,0
1346,14,25,1,0
1347,14,53,2,0
1348,14,46,1,1
1349,14,65,1,1
1350,14,57,1,1
1351,14,26,1,1
1352,22,76,3,0
1353,22,26,1,0
1354,14,55,3,0
1355,14,36,1,1
1356,14,52,1,0
1357,14,46,1,1
1358,27,38,3,0
